,text
9769,عروس فیلمی از بهروز افخمی است.
9770,دل مرده معادل افسرده و ملول است.
9771,طوسی خاکستری رنگ است.
9772,کت بالاپوش مردانه است.
9773,بزم مجلس مهمانی است.
9774,ذات معادل فطرت است.
9775,پشه حشره موذی است.
9776,هکتور مالو نویسنده فرانسوی کتاب بی خانمان است.
9777,ماریانا گودالی در اقیانوس‌آرام است.
9778,نصف معادل نیم است.
9779,گمانه حدس زدن است.
9780,دمپا بخش پایینى شلوار است.
9781,همسر شریک زندگی است.
9782,پولی که پزشک در ازای معاینه فرد دریافت می‌کند، ویزیت است.
9783,ارشک موسس سلسله اشکانیان است.
9784,زندگی معادل حیات است.
9785,گرد آمدن جمع شدن است.
9786,منگوله آویزی شکل گلوله است.
9787,پالهنگ افسار، مهار، کمند است.
9788,همواره معادل همیشه و پیوسته است.
9789,شازند شهری در استان مرکزی است.
9790,نیدرزاکسن ایالتی در آلمان است.
9791,هپاتیت از بیماری‌های گوارشی است.
9792,استوار معادل مستحکم و راسخ است.
9793,ماکیان مرغان خانگی است.
9794,هفت سین سفره نوروزی است.
9795,مدخل جای داخل شدن است.
9796,روبیک مکعب ‌فکرى است.
9797,رخشان معادل پرنور و تابان است.
9798,آب انبار محل ذخیره آب است.
9799,هنشو از جزایر ژاپن است.
9800,زاویه گوشه هندسی است.
9801,نخی نوعی پارچه است.
9802,انگور میوه خوشه‌ای است.
9803,غریو معادل فریاد است.
9804,آتش سبز فیلمی از محمدرضا اصلانی است.
9805,هر روزتان نوروز یک پیام نوروزی از طرف دست‌اندرکاران سایت به شما عزیزان است.
9806,فتوی حکم مرجع تقلید است.
9807,مسح دست مالیدن به پیش سر و روی پاها هنگام وضو گرفتن است.
9808,ولایت شهرستان قدیم است.
9809,سمی آغشته به زهر است.
9810,خانه تکانی رسمی قبل از نوروز است.
9811,نوش معادل عسل و انگبین است.
9812,بنه اسباب سفر است.
9813,نخ دنباله روی سوزن است.
9814,پزو واحد پول مکزیک است.
9815,خواب مخالف بیدار است.
9816,لک اثر چربی بر روی پارچه است.
9817,نوروزتان پیروز پیام دیگر نوروزی به شما است.
9818,فیش معادل برگه و قبض است.
9819,شرم فیلم کیومرث پوراحمد است.
9820,گاهی از خنده ریسه می‌روند.
9821,آب، بیش از ۷۰ درصد سطح کره زمین را پوشانده است.
9822,تارانتو استانی در ایتالیا است.
9823,اعراف جایی میان دوزخ و بهشت است.
9824,ویلبر رایت یکی از دو برادر مخترع هواپیما است.
9825,راز مینا فیلمی از عباس رافعی است.
9826,تسهیلات امکانات مالی یا اعتباری است.
9827,سندرم داون یک بیماری ژنتیکی است.
9828,برازجان دومین شهر بزرگ استان بوشهر از نظر جمعیت است.
9829,تشت آتش کنایه از خورشید است.
9830,تجار معادل بازرگانان است.
9831,آنچه مورد لزوم و احتیاج باشد، ضروری است.
9832,الفت خو گرفتن است.
9833,دیروقت فیلمی از اصغر نعیمی است.
9834,پینت بال از ورزشهای تیمی است.
9835,بی تو تنهایم فیلمی از قدرت ا … صلح میرزایی است.
9836,روشن معادل درخشان و نورانی است.
9837,سودازدگی نام دیگر بیماری مالیخولیا است.
9838,ضبن معادل زیان و نقصان است.
9839,زنیان گیاهی دارویی است.
9840,اتری معادل خاکستر است.
9841,آبشار تاف اثر دیدنی الیگودرز است.
9842,مقوا کاغذ سفت و ضخیم است.
9843,ریموت کنترل دستگاه هدایت از دور است.
9844,متناوب تکرار شونده است.
9845,تر علامت صفت تفضیلی است.
9846,پاورقی معادل زیرنویس است.
9847,لیالی شب‌های عرب است.
9848,ورانداز معادل تخمین است.
9849,اسب زین کرده، یدک است.
9850,موریانه اثری از موریس مترلینگ است.
9851,بلندی معادل ارتفاع و درازی است.
9852,رام معادل اهلی است.
9853,سوداگر معادل کاسب است.
9854,مس فلز صنعتی است.
9855,راستین معادل حقیقی است.
9856,مترو ترن مخفی است.
9857,تبسم معادل لبخند است.
9858,ترش رو معادل اخمو و بدخو است.
9859,کارمند شاغل در اداره است.
9860,ریگا پایتخت کشور لتونی است.
9861,بویایی از حواس پنجگانه است.
9862,نقل معادل ترجمان و برگردان است.
9863,کناری معادل جنبی است.
9864,آیین معادل شیوه و رسم است.
9865,همان اشاره به دور است.
9866,رونما چشم روشنی عروس است.
9867,لایم معادل سرزنشگر و نکوهنده است.
9868,زنار کمربند مسیحی است.
9869,دریافت مقابل پرداخت است.
9870,بوا نوعی مار بزرگ است.
9871,کتیبه گودرز از آثار تاریخی استان کرمانشاه است.
9872,اردن از کشورهای عربی است.
9873,اصلاندوز از شهر‌های استان اردبیل است.
9874,داران از شهرهای اصفهان است.
9875,شار بنای مرتفع است.
9876,راهنمایی معادل هدایت و ارشاد است.
9877,رفقا معادل دوستان است.
9878,کالیمانتان از جزایر اندونزی است.
9879,شهری که حضرت فاطمه (س) به شهادت رسیدند، مدینه است.
9880,حتی علاوه بر آن است.
9881,بهادر معادل پهلوان است.
9882,یاسوج مرکز استان کهگیلویه و بویراحمد است.
9883,صیف معادل تابستان است.
9884,صحه معادل تصدیق و گواهی است.
9885,ربط معادل اتصال و وابستگی است.
9886,ارسطو فیلسوف بنام یونانی است.
9887,تثلیث سه قسمت کردن است.
9888,دعای نور دعایی از حضرت فاطمه زهرا (س) با مضمون خداشناسی است.
9889,ام الحسین یکی دیگر از کنیه‌های مبارک حضرت فاطمه (س) است.
9890,صدیقه از القاب مبارک حضرت فاطمه (س) است.
9891,مدیست طراح لباس است.
9892,استیلا معادل چیرگی و غلبه است.
9893,انثی جنس ماده است.
9894,حلاجی پنبه زنی است.
9895,سرد مقابل گرم است.
9896,ضماد معادل مرهم است.
9897,انحطاط پست شدن است.
9898,داریو بزرگ‌ترین شاعر نیکاراگوآ است.
9899,راضیه یکی دیگر از القاب مبارک حضرت فاطمه (س) است.
9900,سوره کوثر، سوره‌ای که درباره شان و منزلت حضرت فاطمه (س) نازل شده است.
9901,قند تلخ فیلمی از محمد عرب است.
9902,بربر قوم وحشی تاریخ است.
9903,نفحه بوی خوش است.
9904,آژان پاسبان فرانسوی است.
9905,گیج پریشان حواس است.
9906,زرگر معادل طلاساز است.
9907,والده معادل مادر است.
9908,چیتا معادل یوزپلنگ است.
9909,دانا معادل عاقل است.
9910,دروغین معادل کذب است.
9911,قبره معادل چکاوک است.
9912,کوچک معادل خرد و صغیر است.
9913,نرمال معادل عادی است.
9914,ابرداد از سرداران کوروش بزرگ است.
9915,لژ جایگاه ویژه است.
9916,گه مخفف گاه است.
9917,خنیاگر معادل خواننده و مطرب است.
9918,دو مادر ورزش‌ها است.
9919,فانی زوال پذیر است.
9920,داغ معادل سوزان است.
9921,کحل معادل سرمه است.
9922,نهیب فریاد بلند است.
9923,جانشینی معادل خلافت است.
9924,دبی شهری در امارات است.
9925,شلاب باران سخت است.
9926,اینیستا هافبک اسبق بارسلونا است.
9927,بوتیک مغازه لباس فروشی است.
9928,جوشان معادل در حال جوشیدن است.
9929,انت از ضمایر عربی است.
9930,بیع معادل خرید و فروش است.
9931,شابلن از وسایل چاپخانه است.
9932,چشم پوشی معادل اغماض است.
9933,رمل شن و ریگ نرم است.
9934,جوزا یکی از صور فلکی است.
9935,روزه‌ای که هندوها می‌گیرند، لکهن است.
9936,نسخ باطل کردن است.
9937,چراغ قرمز فیلمی از علی غفاری است.
9938,آکروباسی بند بازی است.
9939,ملا باسواد قدیمی است.
9940,بسا چه بسیار است.
9941,مجنون لیلی فیلمی به کارگردانی و تهیه کنندگی قاسم جعفری است.
9942,شانزلیزه، خیابانی اعیان‌نشین و از معابر اصلی شهر پاریس است.
9943,ماده یکی از دو جنس است.
9944,نهنگ عنبر فیلمی از سامان‌مقدم است.
9945,بهمن ماه دوم زمستان است.
9946,باج یار خراج! است.
9947,بزرک تخم کتان است.
9948,امید نیک دماغه‌ای در آفریقا است.
9949,لباب گزیده هرچیز است.
9950,کشی نوعی آب‌نبات است.
9951,کیانیان از بازیگران فیلم‌ میگرن است.
9952,تکیه بر باد فیلمی به کارگردانی داریوش فرهنگ است.
9953,کایاک قایق مسابقه‌ای است.
9954,ایلدا سریال راما قویدل است.
9955,علمی که موضوع آن زمین و دگرگونی‌های مربوط به آن است، زمین شناسیاست.
9956,نبرد معادل جنگ و رزم است.
9957,معتمد آریا بازیگر فیلم آبا جان است.
9958,تکبیر گفتن از اعمال عیدفطر است.
9959,تپه مارو از آثار تاریخی شهر رودان در استان هرمزگان است.
9960,یونسکو سازمان آموزشی، علمی و فرهنگی سازمان ملل متحد است.
9961,بدهکار مقابل طلبکار است.
9962,جوجی از فرزندان چنگیز است.
9963,سر به مهر کلام پنهان و رازگونه است.
9964,ترام خانه‌های ریز عکس است.
9965,آبادیس پزشک عهد هخامنشی است.
9966,پیراینده زینت دهنده است.
9967,آلوده معادل کثیف است.
9968,سماوی معادل آسمانی است.
9969,اکبر جوجه از غذاهای ‌محلی مازندران است.
9970,دلپرادو موزه‌ای در اسپانیا است.
9971,آنچه در موقع خوابیدن بر روی خود می‌اندازند، رو انداز است.
9972,فتی معادل جوانمرد است.
9973,شراب نوشیدنی حرام است.
9974,رنگین معادل ملون است.
9975,کتف استخوانی در بدن است.
9976,سکه از هفت‌سین نوروزی است.
9977,بیلبورد تابلوی تبلیغاتی کناره جاده است.
9978,درفش معادل پرچم است.
9979,ندیم معادل همنشین و هم‌صحبت است.
9980,لوتر بانی مذهب پروتستان است.
9981,پایانه معادل ترمینال است.
9982,ادا معادل ناز و کرشمه است.
9983,دالان راهروی سرپوشیده است.
9984,شیون معادل زاری است.
9985,بنداور معادل فارسی ترموکوپل است.
9986,اسکی ورزش برفی است.
9987,ستایش شده، ستوده است.
9988,تهی معادل خالی است.
9989,ژیان نوعی ماشین قدیمی است.
9990,حرف‌های بیهوده می‌زند، یاوه سرا است.
9991,استراتژی نقشه و هدایت عملیات جنگی است.
9992,وابسته غیر مستقل است.
9993,مارنه شهری در آلمان است.
9994,هدایت راهنمایی کردن است.
9995,ونکوور شهری در کانادا است.
9996,لارن هریس از نقاشان کانادایی است.
9997,جوندگان راسته‌ای از جانوران است.
9998,سراینده معادل شاعر است.
9999,امیال معادل آرزوها است.
10000,نواله گلوله خمیر است.
10001,تقارن به یکدیگر نزدیک‌شدن است.
10002,تفکر معادل اندیشیدن است.
10003,صوت معادل بانگ و آواز است.
10004,سوزمانی معادل کولی است.
10005,استدلال دلیل آوردن است.
10006,جسیم معادل تنومند است.
10007,قربوس برآمدگی جلوی زین است.
10008,قانع نشده، ناراضی است.
10009,انفصال جدا شدن است.
10010,ادوار معادل دوره‌ها است.
10011,نهامی معادل آهنگر و حداد است.
10012,آبشش اندام تنفسی ماهی است.
10013,تفرش شهری در استان‌مرکزی است.
10014,اشقیا معادل بدبختان است.
10015,بارکد نماد ویژه روی‌کالاها است.
10016,تاپاس دسری فرانسوی است.
10017,میعان تبدیل گاز به مایع است.
10018,هریس از شهرهای استان آذربایجان شرقی است.
10019,استپ جلگه وسیع است.
10020,پارما شهری در ایتالیا است.
10021,میشی سبز روشن است.
10022,پشت معادل عقب است.
10023,شکرپنیر نوعی نقل است.
10024,پهن معادل عریض است.
10025,فاقد معادل محروم و بی‌نصیب است.
10026,ادعیه معادل دعاها است.
10027,وخیم معادل سخت و دشوار است.
10028,ریش بابا نوعی انگور درشت است.
10029,ریش نامه از آثار عبید زاکانی است.
10030,راستاد معادل مستمری است.
10031,رخ از مهره‌های شطرنج است.
10032,جلا معادل صیقل است.
10033,ربابه از نام‌های بانوان است.
10034,نارنج قلعه از آثار تاریخی استان اصفهان است.
10035,خالی‌بند لاف زن و دروغگو است.
10036,شخم عملی در زراعت است.
10037,سلاله معادل نسل و نژاد است.
10038,دنبه معادل پیه و چربی است.
10039,مزدوران معادل اجیران است.
10040,مشتزن معادل بوکسور است.
10041,اگوستوس نخستین امپراتور روم است.
10042,بساط معادل عرصه است.
10043,هوپ از برندهای گوشی موبایل است.
10044,سیاهکل شهری در استان‌گیلان است.
10045,خنی معادل فحش و ناسزا است.
10046,یارب ای خدا است.
10047,جوی آبراهی کوچک است.
10048,نرجس خاتون همسر امام حسن عسکری (ع) است.
10049,گرینلند بزرگترین جزیره دنیا است.
10050,مینی بوس وسیله نقلیه همگانی است.
10051,بامیه شیرینی ماه مبارک رمضان است.
10052,بلند روی سولفید طبیعی است.
10053,سقوط پاریس اثری از ایلیا ارنبورگ است.
10054,هتک معادل پرده‌دری است.
10055,اولا معادل برتر است.
10056,بنر پارچه‌ تبلیغاتی است.
10057,فغو گل حنا است.
10058,بهل شخص خوش حساب بانکی است.
10059,بزانسن شهری در فرانسه است.
10060,شتابان معادل عجول است.
10061,قلل معادل قله‌ها است.
10062,لکن مخفف ‌لیکن است.
10063,به مجموعه‌ای از سلول‌ها گفته می‌شود.، بافت است.
10064,تلکا گلابی جنگلی است.
10065,شولا خرقه درویش است.
10066,دورنگار معادل فارسی فاکس است.
10067,طلایی معادل زرین است.
10068,متن داخل حاشیه است.
10069,کار رویگر سفید کردن ظروف مسی است.
10070,ستم دیده معادل مظلوم است.
10071,دهشت معادل سرگشتگی است.
10072,کرتاسه از دوران زمین‌شناسی است.
10073,بطری وسیله نوشیدن آب است.
10074,گاندی رهبر استقلال هندوستان است.
10075,گاف حرف ۲۶ الفبا است.
10076,اولویت معادل رجحان و برتری است.
10077,اردو معادل لشکرگاه است.
10078,مشهد شهر حرم امام رضا (ع) است.
10079,اعز معادل عزیزتر است.
10080,عصب رشته‌هایی در بدن است.
10081,مصر کشور فراعنه است.
10082,متناسب معادل موزون و هماهنگ است.
10083,دقیقا به طوردقیق است.
10084,سیشل کشوری آفریقایی است.
10085,سمسار دست دوم فروش است.
10086,نارکوز کاهش هوشیاری است.
10087,چالدران شهری در استان آذربایجان غربی است.
10088,هین معادل سیلاب است.
10089,چلو نوعی پخت برنج است.
10090,عصمت عاری از گناه و معصیت است.
10091,منتقل کننده، ناقل است.
10092,مارد معادل سرکش و یاغی است.
10093,صاحبقران لقبی برای پادشاهان است.
10094,تور بافی از صنایع دستی است.
10095,فرودگاه محل تجمع هواپیما است.
10096,صابر معادل شکیبا است.
10097,سعد معادل خجسته است.
10098,کارائیب دریایی در آمریکای مرکزی است.
10099,هشت بهشت اثری از امیر خسرو دهلوی است.
10100,سرفصل معادل موضوع است.
10101,امرار معاش گذرانیدن زندگی از طریق کسب و کار است.
10102,رودکی پدر شعر فارسی است.
10103,ندرت معادل کمیابی است.
10104,به میوه مربایی است.
10105,آزادراه معادل اتوبان است.
10106,حاجیه، خانمی که به مکه رفته است.
10107,فوق لیسانس مقطع تحصیلی کارشناسی ارشد است.
10108,گلدن گیت تنگه‌ای در شمال آمریکا می‌باشد که خلیج سانفرانسیسکو را به اقیانوس آرام متصل می‌کند.
10109,سرکارگر از کارکنان یک کارخانه است.
10110,تزه، در اساطیر یونانی پادشاه، قهرمان و حامی شهر آتن است.
10111,بنا‌ شده، مبنی است.
10112,نابلد معادل ناوارد و ناآشنا است.
10113,یهود قوم حضرت موسی (ع) است.
10114,نیشتر وسیله رگزنی است.
10115,تطهیر پاک کردن است.
10116,منوال معادل شیوه و روش است.
10117,نزل معادل بخشش است.
10118,تار و پود اساس و پایه هر چیز است.
10119,فریبنده گول زننده است.
10120,آنچه بر زمین پهن‌ کنند، گستردنی است.
10121,لرمانتف نویسنده روسی خالق اثر قهرمان عصرما است.
10122,نیزار مکانی روییده از نی است.
10123,نبوی منسوب به پیامبر است.
10124,تویلری از کاخ‌های فرانسه است.
10125,مقلد شیطان فیلمی از افشین صادقی است.
10126,گردباد باد شدید چرخشی است.
10127,تاهل مقابل تجرد است.
10128,اپن نوعی آشپزخانه است.
10129,فرود مقابل فراز است.
10130,اونیفرم لباس رسمی و متحدالشکل است.
10131,برج ایفل نماد شهر پاریس فرانسه است.
10132,زشتی معادل بدمنظری است.
10133,دیکشنری فرهنگ ‌لغات انگلیسی است.
10134,زال سپید موی شاهنامه است.
10135,گرد غبار یا خاک نرم است.
10136,زور افزایی معادل فارسی دوپینگ است.
10137,پارازیت معادل انگل است.
10138,بر باد رفتن تلف شدن است.
10139,آنتونوف شرکت فناوری هوافضا و صنایع جنگ‌افزاری اوکراینی است.
10140,هادم ویران کننده است.
10141,خاشع معادل فروتن است.
10142,ذی معادل صاحب و دارنده است.
10143,هجری منسوب به تاریخ هجرت پیامبر (ص) است.
10144,تنگدستی بی چیزی و فقر است.
10145,الهه احمدی بانوی تیرانداز کشورمان است.
10146,نشانک معادل فارسی سیگنال است.
10147,جاده صاف کن فیلمی از نورمن ویزدام است.
10148,ازمیر از شهرهای ترکیه است.
10149,وامق و عذرا اثری از عنصری ملک الشعرای دربار غزنوی است.
10150,اسکیت کفش چرخدار است.
10151,فدرال حکومت اتحادیه‌ای است.
10152,یک مومیایی اثری از تئوفیل گوتیه نویسندهٔ اهل فرانسه است.
10153,بی بضاعت بی سرمایه است.
10154,حال معادل اکنون است.
10155,وقف درنگ کردن است.
10156,جمیل معادل زیبا است.
10157,تیزهوشی معادل زیرکی و هوشمندی است.
10158,دریا بحر المیت در مرز اردن و فلسطین و در کرانه باختری رود اردن واقع شده‌است.
10159,جدیت معادل سعی و کوشش است.
10160,هجر معادل دوری و جدایی است.
10161,برو امر به رفتن است.
10162,عقب مانده معادل بازپس است.
10163,بازار خوی از آثار تاریخی استان آذربایجان شرقی است.
10164,سفره رنگین کن، سالاد است.
10165,تاس کچل و بی مو است.
10166,افسر عنوانی در ارتش است.
10167,وکر آشیانه پرنده است.
10168,برند نام تجاری است.
10169,رت معادل تهی و خالی است.
10170,خدا پروردگار عالمیان است.
10171,بنا معادل ساختمان و سازنده‌اش است.
10172,رونق سکه بودن کار است.
10173,اهالی ساکنین محله است.
10174,سنتور از سازهای موسیقی است.
10175,لودر ماشین خاکبرداری است.
10176,اسب نماد نجابت در جانوران است.
10177,خرقه لباس درویشان است.
10178,تله از وسایل شکارچی است.
10179,تلفن از دستگاه‌های مهم ارتباطی است.
10180,سدانت پرده داری کعبه است.
10181,سحر سپیده دم است.
10182,باتون چوبدستی پلیس است.
10183,عمو برادر پدر است.
10184,ایلمک گره فرش است.
10185,گامزن معادل رونده است.
10186,نواگر ساز زن است.
10187,ترسیم رسم کردن است.
10188,چندرغاز پولی بسیار کم است.
10189,پهلوی از خط‌های باستانی است.
10190,هابیل از فرزندان حضرت‌آدم (ع) است.
10191,جهت معادل طرف و سمت است.
10192,پوچی معادل بطلان و بیهودگی است.
10193,سدر درخت کنار است.
10194,ابن سینا از دانشمندان ایرانی ملقب به شیخ الرئیس است.
10195,چوپان خوب فیلمی از رابرت دنیرو است.
10196,بروکسل پایتخت بلژیک است.
10197,دجله رودی در عراق است.
10198,واجد معادل دارنده است.
10199,پرده معادل پوشش و ستر است.
10200,غریبه معادل ناشناس است.
10201,سایونارا خداحافظی ژاپنی است.
10202,استشراق شرق شناسی است.
10203,سوانح جمع سانحه است.
10204,به اشتباه افتاده، مشتبه است.
10205,پتله پلو از غذاهای سنتی اراک است.
10206,گواش از وسایل نقاشی است.
10207,هفت پرده فیلمی از فرزاد مؤتمن است.
10208,ناپسندیده معادل ناشایست است.
10209,ارتسام فرمان بردن است.
10210,راحتی معادل آسایش است.
10211,بیکلام نوعی موسیقی است.
10212,قلعه ندوشن از آثار تاریخی استان یزد است.
10213,رزین نوعی چسب صنعتی است.
10214,باستیل زندان فرانسه است.
10215,نسک معادل عبادت است.
10216,ورطه معادل گرداب است.
10217,میترال دریچه‌ای در قلب است.
10218,گراش از شهرهای استان فارس است.
10219,خرک وسیله‌ای در ژیمناستیک است.
10220,خطی قدیمی که بعد از خط هیروگلیف اختراع شد، هیراتیک است.
10221,شیمیایی معادل کیمیایی است.
10222,قائن از شهرهای استان خراسان جنوبی است.
10223,طلاکاری از صنایع دستی است.
10224,ضد عفونی شده، استریلیزه است.
10225,بیشکک پایتخت قرقیزستان است.
10226,کریکت ورزش هندوان است.
10227,رضاایران منش از بازیگران سریال موج و صخره است.
10228,ترنم نغمه خوانی است.
10229,بدنه نوعی بیمه خودرو است.
10230,یو از اقمار مشتری است.
10231,آتابای طایفه‌ای از ترکمانان است.
10232,اسیر معادل گرفتار است.
10233,حار معادل گرم و سوزان است.
10234,نودل سالاد چینی است.
10235,فسنجان خورش ترش و شیرین است.
10236,داریوش فرهنگ از بازیگران سریال آمین است.
10237,کرونا تاج خورشید است.
10238,نوزده از اعداد دو رقمی بین ده تا بیست است.
10239,رضایت معادل خوشحالی و خشنودی است.
10240,وردان معادل زگیل است.
10241,یا تصدیق آلمانی است.
10242,واحد معادل تنها و یگانه است.
10243,تیربار سلاح خودکار آتشین است.
10244,فروش مقابل خرید است.
10245,مامن معادل پناهگاه است.
10246,استیفا گرفتن تمام حق است.
10247,سنجد از هفت سین نوروزی است.
10248,اورنگ تخت پادشاهی است.
10249,شکر گفته شده، مشکور است.
10250,نره‌گر آبشاری در خلخال است.
10251,تکنیک معادل فنون است.
10252,خدا کند که نباشد، مبادا است.
10253,بیلیارد از ورزش‌های روی میز است.
10254,پویانما معادل فارسی انیماتور است.
10255,نامناسب معادل ناجور است.
10256,چل یار خل! است.
10257,ماتیک از وسایل آرایشی‌زنان است.
10258,جهانگرد معادل توریست است.
10259,آکندن پر کردن است.
10260,سکنی اقامت گزیدن است.
10261,آزار معادل رنج و عذاب است.
10262,هاروارد دانشگاهی خصوصی در شهر کمبریج ایالت ماساچوست در ایالات متحدهٔ آمریکا است.
10263,آتش بیار فتنه انگیز است.
10264,غیر معادل سایر و دیگر است.
10265,راکت وسیله بازی تنیس است.
10266,اختلاج بیرون کشیدن است.
10267,جدا شده، منفک است.
10268,سنگلاخ زمین پر از سنگ است.
10269,کبک از پرندگان است.
10270,اغراق زیاده روی و افراط در چیزی است.
10271,ملک سلیمان فیلمی از شهریار بحرانی است.
10272,تیان شان رشته کوه چین است.
10273,مخفی معادل پنهان است.
10274,تکمیل کامل کردن است.
10275,استنشاق معادل بوییدن است.
10276,رامبد جوان مجری خندوانه است.
10277,کرنلی نوعی مدل موی سر است.
10278,جغرافیا معادل گیتاشناسی است.
10279,گردن عضوی بین سر و تن است.
10280,روشنا معادل فروغ و تابش است.
10281,پولی که بر سر عروس و داماد می‌ریزند، شاباش است.
10282,هزار نخستین عدد چهاررقمی است.
10283,تعلل درنگ کردن است.
10284,نماد معادل فارسی سمبول است.
10285,غران درحال غریدن است.
10286,دربان نگهبان در است.
10287,وارستگی رها بودن از قید و بندهای مادی است.
10288,اعانت معادل امداد و کمک است.
10289,آتش خانه معادل کوره است.
10290,لیورپول بندری در انگلیس است.
10291,سیاه مشق اثری از مرحوم هوشنگ ابتهاج است.
10292,جهنم سبز فیلم اسماعیل براری است.
10293,ددری کنایه از آدم اهل گردش است.
10294,مزیت معادل برتری است.
10295,سیه مخفف سیاه است.
10296,سجاده معادل جانماز است.
10297,مسد ریسمانی بافته شده از لیف خرما است.
10298,آبکش از وسایل آشپرخانه است.
10299,شبابی اثری از مهری رحمانی است.
10300,قزمیت ماشین قراضه و لکنتی است.
10301,مروج ترویج ‌دهنده است.
10302,کن جشنواره معروف است.
10303,ثابت معادل پابرجا است.
10304,شب زمان دیدن ستاره است.
10305,پشمک از سوغات یزد است.
10306,دالیان شهری در چین است.
10307,واجب معادل ضروری و لازم است.
10308,ونیز دومین جشنواره فیلم از نظر قدمت است.
10309,شین از حروف الفبای فارسی است.
10310,آنام معادل مخلوقات است.
10311,یاس گلی است خوشبو به رنگ سفید یا زرد یا کبود است.
10312,شیشلیک از کباب‌های محبوب است.
10313,مقابل کند، تیز است.
10314,نامعلوم معادل مجهول است.
10315,همیشه معادل دائما است.
10316,دورنگار معادل فاکس است.
10317,بدو معادل ابتدا است.
10318,زکی معادل پاکیزه است.
10319,ادب آموختنی لقمان است.
10320,ود معادل علاقه است.
10321,عریان معادل برهنه و لخت است.
10322,تلاش معادل سعی است.
10323,گز از مقیاس‌های طول است.
10324,یو ضمیر بیگانه است.
10325,هتاک پرده در است.
10326,دلباخته فیلمی از خسرو معصومی است.
10327,سدید معادل استوار است.
10328,ناتو پیمان ناقلا! است.
10329,هسن ایالتی در آلمان با مرکز ویسبادن است.
10330,فندک جایگزین کبریت است.
10331,نقطه علامتی ریز و گرد است.
10332,سیریانا فیلمی از استیون گاگان است.
10333,داستان سرا قصه گو است.
10334,افلاس معادل تنگدستی است.
10335,حشمت سنجری از موسیقی دانان معاصر است.
10336,ابهام پوشیده گویی است.
10337,خش شیار باریک است.
10338,پرسه دوره گردی است.
10339,قفا پشت سر است.
10340,تمیستوکلس سردار پرنفوذ آتن است.
10341,سرطان نام عمومی تمامی تومورهای بدخیم است.
10342,هانسل برادر گرتل در داستان معروف آلمانی است.
10343,احساسات عواطف یا هیجانات است.
10344,رئیس سرپرست یک شرکت است.
10345,رخ گوشه‌نشین شطرنج است.
10346,رستم از هفت خوان گذشت.
10347,امارت معادل فرمانروایی است.
10348,هراسه معادل مترسک است.
10349,حاشیه کناره چیزی است.
10350,اخلاف معادل جانشینان است.
10351,سامبا پایکوبی سنتی برزیلی است.
10352,چوب بریده شده، الوار است.
10353,تکریم عزیز شمردن است.
10354,بدهی معادل قرض و دین است.
10355,آهنگری پیشه حداد است.
10356,اذن رخصت دادن است.
10357,ظفرمند معادل پیروزمند و فاتح است.
10358,خفا معادل پوشیدگی است.
10359,اصل مقابل بدل است.
10360,مرتع معادل چراگاه است.
10361,خم کوزه بزرگ است.
10362,ظفر معادل نصرت است.
10363,منافات مخالف هم بودن است.
10364,گذر عبور از جایی است.
10365,دورنما چشم انداز است.
10366,نصر معادل یاری است.
10367,عدله معادل گواهان است.
10368,کافی شاپ قهوه خانه مدرن است.
10369,مز مکیدن چیزی را است.
10370,کرپی پل مردابی است.
10371,وهم معادل گمان و خیال است.
10372,قوس یکی از بروج فلکی است.
10373,تریلی نوعی کامیون است.
10374,تفریق علامت منها است.
10375,رانش معادل حرکت و جابه‌جایی است.
10376,ابدع معادل شگفت‌تر است.
10377,تاراج معادل چپاول است.
10378,یل نیم‌تنه زنانه است.
10379,یر زمین ترکی است.
10380,رحلی نوعی قطع کتاب است.
10381,استحداث تازه پیدا کردن، نوآوردن است.
10382,پرتوریا شهری در آفریقای جنوبی است.
10383,آکنه جوش صورت است.
10384,استرس معادل هیجان است.
10385,مترنم زمزمه کننده است.
10386,یوک بالشتک نان‌پزی است.
10387,شرح معادل بیان و تفسیر است.
10388,رقیق داراى غلظت کم است.
10389,زبرجد نوعی زمرد است.
10390,آمپول زدنی به بیمار! است.
10391,پزیسیون معادل جا و مکان است.
10392,جر کشیدن و پاره کردن است.
10393,شناسایی معادل معرفت و علم است.
10394,هرگز معادل اصلا و ابدا است.
10395,ابن سینا از دانشمندان ایرانی است.
10396,ایجاز خلاصه گویی است.
10397,شمشاد از درختان است.
10398,ناوبر راننده کشتی است.
10399,کنخ معادل کشک است.
10400,دخمسه فریب دادن است.
10401,آهار مایع لعابدار است.
10402,سهامی از شرکت‌های بازرگانی یا تولیدی است.
10403,برتاختن روا شدن است.
10404,تن آسانی معادل خوشگذرانی و تنبلی است.
10405,سرگردان معادل آواره و دربه‌در است.
10406,سازش معادل صلح و آشتی است.
10407,آناهیتا معبدی در کرمانشاه است.
10408,رایزن معادل مشاور است.
10409,رمانس داستان عاشقانه است.
10410,تالین پایتخت استونی است.
10411,نداری معادل فقر و تنگدستی است.
10412,نوشاخ بلندترین قله افغانستان است.
10413,تاریخچه تاریخ کوتاه و مختصر است.
10414,لویی لقب پادشاهان فرانسه بود.
10415,نیم بند معادل ناقص است.
10416,تپل چاق خودمانی است.
10417,ایستار از خدایان سومری و بابلی است.
10418,بلند پایه دارای مقام و مرتبه عالی است.
10419,پل ورسک از آثار تاریخی استان مازندران است.
